/Users/landen/Research/bsim/bins/egg/arm/egg-O3,egg-O0-arm.mv.db,0.0,0.9
0 "egg::eclass::EClass<L,D>::iter","_<usize_as_core::slice::index::SliceIndex<[T]>>::get_unchecked::precondition_check","0.5400316263390802","11.553965804916327"
"egg::eclass::EClass<L,D>::iter","_<usize_as_core::slice::index::SliceIndex<[T]>>::get_unchecked::precondition_check","0.5400316263390802","11.553965804916327"
"egg::eclass::EClass<L,D>::iter","core::ptr::drop_in_place<std::io::Write::write_fmt::Adapter<alloc::vec::Vec<u8>>>","0.4291928742849189","9.592904921590407"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTable<T,A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTableInner<A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","hashbrown::raw::inner::RawTableInner<A>::buckets","0.40074935643305765","9.668251508710572"
"egg::eclass::EClass<L,D>::iter","core::ptr::drop_in_place<alloc::sync::ArcInner<std::sys::pal::unix::fs::InnerReadDir>>","0.39404081376317335","9.783550687565253"
"egg::eclass::EClass<L,D>::iter","core::ptr::drop_in_place<alloc::string::String>","0.3844328089023689","9.39638902578934"
"egg::eclass::EClass<L,D>::iter","core::ptr::drop_in_place<alloc::string::String>","0.3844328089023689","9.39638902578934"
1 "egg::run::RewriteScheduler::apply_rewrite","_<usize_as_core::slice::index::SliceIndex<[T]>>::get_unchecked::precondition_check","0.3176973406446844","8.041582006641264"
"egg::run::RewriteScheduler::apply_rewrite","_<usize_as_core::slice::index::SliceIndex<[T]>>::get_unchecked::precondition_check","0.3176973406446844","8.041582006641264"
"egg::run::RewriteScheduler::apply_rewrite","core::ptr::drop_in_place<std::backtrace_rs::symbolize::gimli::Mapping>","0.29812902899296095","8.383578186752086"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
"egg::run::RewriteScheduler::apply_rewrite","hashbrown::raw::inner::RawTable<T,A>::buckets","0.28451023372942386","7.720661016705014"
