uuid,queryfn,resultfn,similarity,confidence
"8c3929fd-f9e2-495a-969e-4a4dbfb21825","hyper::server::conn::http1::Builder::serve_connection","hyper::server::conn::http1::Builder::serve_connection","0.8488409319760938","81.46909335227431"
"d06e1198-996a-4c71-9899-afaba1b0cbd9","hyper::proto::h1::decode::Decoder::decode","hyper::proto::h1::decode::Decoder::decode","0.945396839976791","127.98416460020047"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::proto::h1::conn::Conn<I,B,T>::set_write_strategy_flatten","0.43448815317061784","10.212311848186419"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::proto::h1::conn::Conn<I,B,T>::set_write_strategy_queue","0.43448815317061784","10.212311848186419"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::proto::h1::io::Buffered<T,B>::set_write_strategy_flatten","0.43448815317061784","10.212311848186419"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::proto::h1::io::Buffered<T,B>::set_write_strategy_queue","0.43448815317061784","10.212311848186419"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::proto::h1::io::Buffered<T,B>::headers_buf","0.40934911178513206","10.212311848186419"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","http::header::map::Danger::set_green","0.3548831023126634","8.516712632463909"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","core::ptr::drop_in_place<tokio::runtime::scheduler::current_thread::Core>","0.30896292995113056","8.368019138142412"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","core::unicode::unicode_data::cc::lookup","0.2980010992733604","7.933906294954578"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","h2::proto::streams::counts::Counts::inc_num_reset_streams","0.2898068075166898","8.356648338696049"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","core::ptr::drop_in_place<tokio::runtime::scheduler::current_thread::Core>","0.28910194628949326","7.801220820299236"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","std::sync::once_lock::OnceLock<T>::initialize","0.26691976991120986","7.268522046678949"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","alloc::collections::btree::node::NodeRef<alloc::collections::btree::node::marker::Mut,K,V,alloc::collections::btree::node::marker::Leaf>::push_with_handle","0.2657589628663604","8.765275631588068"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::util::wake_list::WakeList::push","0.25346378200247455","7.858115752277853"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","core::ptr::drop_in_place<alloc::sync::ArcInner<std::sys::pal::unix::fs::InnerReadDir>>","0.24962362668661475","6.879984488339395"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::runtime::time::entry::TimerHandle::fire","0.23402101286933627","6.627245931943665"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::runtime::scheduler::Context::expect_current_thread","0.22925465323366911","6.5074549496659975"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","hyper::common::date::CachedDate::update","0.2290280118853286","6.706540295681725"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::runtime::scheduler::Handle::as_current_thread","0.227430730873917","6.5074549496659975"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::runtime::blocking::pool::Spawner::spawn_blocking","0.22707240246449176","6.627245931943665"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","mio::event::events::Events::with_capacity","0.22447142441219936","6.7504318135855"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","mio::sys::unix::selector::Events::with_capacity","0.22447142441219936","6.7504318135855"
"da2d73c0-e07f-42a3-8570-01d964a0fa7f","hyper::proto::h1::io::WriteBuf<B>::headers_mut","tokio::runtime::io::driver::Handle::unpark","0.22307936492541944","6.5074549496659975"
